level,session_date,journal_number_open,citation_number_open,h_index_open,journal_number_real,citation_number_real,h_index_real
2,2018-04-06,10,88,6,14,138,7
2,2018-04-06,5,10,3,2,5,2
2,2018-04-06,10,183,9,12,344,9
2,2018-04-06,6,86,6,6,113,6
2,2018-04-06,8,74,5,9,151,5
2,2018-04-06,3,121,6,33,1304,21
2,2018-04-06,5,116,6,5,186,7
2,2018-04-06,3,9,3,0,7,1
2,2018-04-06,10,372,11,16,524,12
2,2018-04-06,10,151,7,10,262,9
2,2018-04-06,11,846,16,21,2176,25
2,2018-04-06,9,249,8,10,481,14
2,2018-04-06,6,105,5,6,189,7
2,2018-04-06,10,40,4,13,158,8
2,2018-04-06,6,168,8,25,400,10
2,2018-04-06,11,43,5,5,140,8
2,2018-04-06,7,40,5,6,72,6
2,2018-04-06,1,33,4,10,226,8
2,2018-04-06,6,208,9,20,422,11
2,2018-04-06,4,238,9,10,214,7
2,2018-04-06,8,89,6,7,123,5
2,2018-04-06,21,254,9,28,635,13
2,2018-04-06,5,48,5,5,171,8
2,2018-04-06,16,177,7,11,161,7
2,2018-04-06,2,5,2,0,758,8
2,2018-04-06,12,71,6,25,278,9
2,2018-04-06,7,123,8,24,339,12
2,2018-04-06,7,87,7,10,152,8
2,2018-04-06,32,301,9,16,255,9
2,2017-12-05,14,183,8,10,307,11
2,2017-12-05,5,140,8,5,220,8
2,2017-12-05,7,111,6,5,158,8
2,2017-12-05,6,110,5,7,206,5
2,2017-12-05,5,153,7,9,147,7
2,2017-12-05,9,172,8,7,219,9
2,2017-12-05,4,38,4,8,1471,12
2,2017-12-05,12,162,6,23,444,12
2,2017-12-05,7,46,5,8,118,6
2,2017-12-05,6,67,6,8,142,8
2,2017-12-05,14,245,8,21,510,13
2,2017-12-05,12,144,6,11,412,10
2,2017-12-05,1,92,4,1,202,6
2,2017-12-05,4,146,8,3,172,7
2,2017-12-05,4,39,3,3,194,6
2,2017-12-05,5,39,4,3,143,6
2,2017-12-05,4,19,2,12,256,8
2,2017-12-05,2,98,5,10,465,12
2,2017-12-05,8,163,7,8,215,7
2,2017-12-05,6,62,4,8,231,8
2,2017-12-05,2,58,5,8,426,10
2,2017-12-05,6,24,3,8,142,6
2,2017-12-05,6,99,6,5,240,8
2,2017-12-05,5,74,6,4,142,7
2,2017-12-05,8,58,5,5,447,5
2,2017-12-05,5,86,4,9,165,5
2,2017-12-05,5,58,5,11,142,7
2,2017-12-05,10,154,7,9,327,9
2,2017-12-05,11,125,6,9,164,7
2,2017-12-05,7,153,8,8,127,7
2,2017-12-05,8,151,7,8,227,7
2,2017-12-05,7,125,7,7,138,5
2,2017-12-05,12,105,5,28,1354,13
2,2017-12-05,5,115,6,5,178,7
2,2017-12-05,8,107,6,11,215,7
2,2017-12-05,9,204,9,12,265,7
2,2017-12-05,5,179,7,5,317,11
2,2017-12-05,6,145,8,9,305,9
2,2017-12-05,8,52,5,8,148,7
2,2017-12-05,3,241,9,1,213,10
2,2017-12-05,5,49,5,7,149,7
2,2017-12-05,10,169,7,17,322,9
2,2017-12-05,10,82,6,9,160,8
2,2017-12-05,1,69,5,1,179,7
2,2017-12-05,10,127,8,15,410,11
2,2017-12-05,7,87,6,7,168,8
2,2017-12-05,4,68,5,6,201,7
2,2017-12-05,8,134,7,8,300,9
2,2017-12-05,2,92,6,3,197,8
2,2017-12-05,3,515,7,6,663,8
2,2017-12-05,3,34,4,5,110,6
2,2017-12-05,23,316,9,19,420,9
2,2017-12-05,4,208,8,8,521,12
2,2017-12-05,5,105,5,26,469,13
2,2017-12-05,4,122,6,5,134,7
2,2017-12-05,8,53,4,14,241,8
2,2017-12-05,2,49,5,4,229,7
2,2017-12-05,8,116,7,11,277,10
2,2017-12-05,10,88,5,9,131,6
2,2017-12-05,13,277,11,16,502,11
2,2017-12-05,15,35,3,10,155,6
2,2017-12-05,11,372,10,16,1330,17
2,2017-12-05,3,25,4,6,101,7
2,2017-12-05,7,27,4,6,148,8
2,2017-12-05,8,146,8,5,135,6
2,2017-12-05,3,53,5,3,132,7
2,2017-12-05,4,74,5,5,142,6
2,2017-12-05,7,21,4,20,129,6
2,2017-12-05,4,64,5,5,115,8
2,2017-12-05,10,212,8,8,734,13
2,2017-12-05,14,24,4,10,86,6
2,2017-12-05,6,132,8,10,388,12
2,2017-12-05,6,282,10,9,563,13
2,2017-12-05,7,131,7,4,245,8
2,2017-12-05,6,52,5,10,213,8
2,2017-12-05,8,104,7,10,346,11
2,2017-12-05,8,208,9,11,234,6
2,2017-12-05,8,95,6,7,291,11
2,2017-12-05,7,118,6,7,299,9
2,2017-12-05,6,72,4,11,177,6
2,2017-12-05,61,750,14,47,963,19
2,2017-12-05,7,89,5,8,128,6
2,2017-12-05,17,98,7,27,209,9
2,2017-12-05,6,34,3,5,128,7
2,2017-12-05,8,110,7,9,316,10
2,2017-12-05,6,69,5,8,139,7
2,2017-12-05,3,211,8,3,580,11
